Name,Data Url,CL- 0 Deg Alpha,CD- 0 Deg Alpha,CL/CD- 0 Deg Alpha,CL- 3 Deg Alpha,CD- 3 Deg Alpha,CL/CD- 3 Deg Alpha,CL- 5 Deg Alpha,CD- 5 Deg Alpha,CL/CD- 5 Deg Alpha,CL- 7.5 Deg Alpha,CD- 7.5 Deg Alpha,CL/CD- 7.5 Deg Alpha,CL- 10 Deg Alpha,CD- 10 Deg Alpha,CL/CD- 10 Deg Alpha
"Airfoil,e176-il",http://airfoiltools.com/polar/csv?polar=xf-e176-il-200000,0.3390,0.00969,34.98452012383901,0.6609,0.01142,57.872154115586696,0.8733,0.01213,71.99505358615004,1.0645,0.01934,55.04136504653568,1.2065,0.03671,32.86570416780169
"Airfoil,e178-il",http://airfoiltools.com/polar/csv?polar=xf-e178-il-200000,0.2724,0.00954,28.553459119496853,0.5876,0.01109,52.984670874661866,0.7979,0.01160,68.7844827586207,1.0014,0.01873,53.465029364655635,1.1474,0.03937,29.144018288036573
"Airfoil,e180-il",http://airfoiltools.com/polar/csv?polar=xf-e180-il-200000,0.2110,0.00946,22.30443974630021,0.5196,0.01077,48.24512534818941,0.7264,0.01109,65.5004508566276,0.9197,0.02111,43.56702984367598,1.0838,0.04717,22.97646809412763
"Airfoil,e182-il",http://airfoiltools.com/polar/csv?polar=xf-e182-il-200000,0.1507,0.00951,15.846477392218718,0.4574,0.01052,43.47908745247148,0.6609,0.01051,62.88296860133207,0.8594,0.02318,37.075064710957726,1.0838,0.04717,22.97646809412763
"Airfoil,e184-il",http://airfoiltools.com/polar/csv?polar=xf-e184-il-200000,0.0913,0.00965,9.461139896373057,0.3950,0.01031,38.31231813773036,0.5990,0.01033,57.98644724104549,0.8085,0.02668,30.30359820089955,1.0838,0.04717,22.97646809412763
"Airfoil,e186-il",http://airfoiltools.com/polar/csv?polar=xf-e186-il-200000,0.1155,0.01139,10.140474100087797,0.4165,0.01202,34.650582362728784,0.6200,0.01225,50.61224489795918,0.8461,0.01865,45.36729222520107,0.9844,0.03490,28.206303724928368
"Airfoil,e193-il",http://airfoiltools.com/polar/csv?polar=xf-e193-il-200000,0.4180,0.01002,41.71656686626746,0.7232,0.01194,60.56951423785595,0.9274,0.01296,71.55864197530865,1.1476,0.01448,79.25414364640883,1.1688,0.03026,38.62524785194977
"Airfoil,e195-il",http://airfoiltools.com/polar/csv?polar=xf-e195-il-200000,0.4142,0.01071,38.67413632119514,0.6989,0.01249,55.956765412329865,0.9004,0.01351,66.64692820133234,1.1317,0.01413,80.09200283085633,1.1547,0.02711,42.59313906307636
"Airfoil,e197-il",http://airfoiltools.com/polar/csv?polar=xf-e197-il-200000,0.2784,0.01185,23.49367088607595,0.6816,0.01314,51.87214611872146,0.8729,0.01416,61.6454802259887,1.1067,0.01445,76.58823529411765,1.1629,0.02303,50.4950065132436
"Airfoil,e201-il",http://airfoiltools.com/polar/csv?polar=xf-e201-il-200000,0.3606,0.01049,34.37559580552907,0.7102,0.01212,58.5973597359736,0.9128,0.01319,69.20394238059136,1.1387,0.01426,79.85273492286115,1.1566,0.02833,40.82597952700318
"Airfoil,e203-il",http://airfoiltools.com/polar/csv?polar=xf-e203-il-200000,0.3425,0.01209,28.329197684036394,0.6948,0.01235,56.259109311740886,0.8959,0.01341,66.80835197613722,1.1250,0.01439,78.17929117442668,1.1700,0.02483,47.12041884816753
"Airfoil,e205-il",http://airfoiltools.com/polar/csv?polar=xf-e205-il-200000,0.3565,0.01000,35.65,0.6525,0.01179,55.343511450381676,0.8498,0.01305,65.11877394636015,1.0806,0.01430,75.56643356643356,1.1549,0.02572,44.90279937791602
"Airfoil,e207-il",http://airfoiltools.com/polar/csv?polar=xf-e207-il-200000,0.2979,0.01060,28.10377358490566,0.6425,0.01196,53.720735785953174,0.8341,0.01323,63.04610733182161,1.0627,0.01446,73.4923928077455,1.1610,0.02309,50.28150714595063
"Airfoil,e209-il",http://airfoiltools.com/polar/csv?polar=xf-e209-il-200000,0.2302,0.01154,19.94800693240901,0.6291,0.01231,51.10479285134038,0.8179,0.01345,60.81040892193308,1.0432,0.01466,71.15961800818553,1.1424,0.02213,51.62223226389517
"Airfoil,e210-il",http://airfoiltools.com/polar/csv?polar=xf-e210-il-200000,0.5376,0.01209,44.46650124069479,0.8569,0.01298,66.01694915254237,1.0741,0.01487,72.2326832548756,1.3169,0.01695,77.69321533923303,1.4683,0.01988,73.85814889336017
"Airfoil,e211-il",http://airfoiltools.com/polar/csv?polar=xf-e211-il-200000,0.3533,0.01074,32.89571694599628,0.7220,0.01027,70.3018500486855,0.9286,0.01189,78.09924306139614,1.1053,0.01785,61.921568627450974,1.2038,0.03252,37.01722017220172
"Airfoil,e212-il",http://airfoiltools.com/polar/csv?polar=xf-e212-il-200000,0.3997,0.01144,34.93881118881119,0.7713,0.00987,78.14589665653494,0.9723,0.01205,80.68879668049793,1.1721,0.01826,64.1894852135816,1.2859,0.03236,39.73733003708282
"Airfoil,e214-il",http://airfoiltools.com/polar/csv?polar=xf-e214-il-200000,0.5455,0.01112,49.055755395683455,0.8944,0.01111,80.5040504050405,1.0987,0.01266,86.78515007898895,1.3018,0.01584,82.18434343434343,1.3736,0.02654,51.755840241145435
"Airfoil,e216-il",http://airfoiltools.com/polar/csv?polar=xf-e216-il-200000,0.6813,0.01431,47.61006289308176,1.0779,0.01134,95.05291005291006,1.2853,0.01319,97.44503411675512,1.4594,0.01837,79.44474686989656,1.5548,0.02963,52.473844076949035
"Airfoil,e220-il",http://airfoiltools.com/polar/csv?polar=xf-e220-il-200000,0.3192,0.01258,25.373608903020667,0.6077,0.01323,45.933484504913075,0.8029,0.01293,62.09590100541376,1.0180,0.01428,71.28851540616247,1.0508,0.02591,40.555769972983406
"Airfoil,e221-il",http://airfoiltools.com/polar/csv?polar=xf-e221-il-200000,0.2197,0.00936,23.47222222222222,0.5141,0.01034,49.71953578336557,0.7105,0.01157,61.408815903197926,0.9316,0.01550,60.10322580645161,1.0608,0.02950,35.9593220338983
"Airfoil,e222-il",http://airfoiltools.com/polar/csv?polar=xf-e222-il-200000,0.3150,0.00993,31.722054380664655,0.6928,0.00979,70.76608784473953,0.8880,0.01160,76.55172413793105,1.0893,0.01738,62.67548906789413,1.2047,0.03147,38.28090244677471
"Airfoil,e224-il",http://airfoiltools.com/polar/csv?polar=xf-e224-il-200000,0.2246,0.00956,23.493723849372383,0.5879,0.00955,61.56020942408377,0.7760,0.01137,68.24978012313105,0.9817,0.01749,56.129216695254435,1.1385,0.03249,35.0415512465374
"Airfoil,e226-il",http://airfoiltools.com/polar/csv?polar=xf-e226-il-200000,0.1396,0.00950,14.694736842105264,0.5050,0.00951,53.101997896950586,0.6790,0.01139,59.61369622475856,0.8697,0.01945,44.7146529562982,1.0435,0.03579,29.1561888795753
"Airfoil,e228-il",http://airfoiltools.com/polar/csv?polar=xf-e228-il-200000,0.0545,0.00974,5.595482546201231,0.4224,0.00971,43.50154479917611,0.6002,0.01163,51.6079105760963,0.7921,0.01983,39.94452849218356,0.9232,0.04204,21.960038058991437
"Airfoil,e230-il",http://airfoiltools.com/polar/csv?polar=xf-e230-il-200000,-0.0480,0.01031,-4.655674102812803,0.3306,0.01026,32.22222222222222,0.5193,0.01249,41.577261809447556,0.7272,0.02371,30.67060312104597,0.7633,0.05695,13.402985074626866
"Airfoil,e231-il",http://airfoiltools.com/polar/csv?polar=xf-e231-il-200000,0.4756,0.01574,30.216010165184244,0.7536,0.01359,55.452538631346584,0.9212,0.01220,75.50819672131148,1.0069,0.01606,62.696139476961385,1.0389,0.02371,43.81695487136229
"Airfoil,e266-il",http://airfoiltools.com/polar/csv?polar=xf-e266-il-200000,0.4033,0.02342,17.220324508966694,0.5209,0.02589,20.119737350328315,0.5904,0.02827,20.884329678104,0.9468,0.02493,37.978339350180505,1.2192,0.01969,61.9197562214322
"Airfoil,e297-il",http://airfoiltools.com/polar/csv?polar=xf-e297-il-200000,0.0000,0.01403,0.0,0.3432,0.01249,27.477982385908728,0.5818,0.01272,45.73899371069182,0.7570,0.02493,30.365022061772965,1.2192,0.01969,61.9197562214322
"Airfoil,e325-il",http://airfoiltools.com/polar/csv?polar=xf-e325-il-200000,0.2221,0.01821,12.196595277320153,0.5808,0.01650,35.199999999999996,0.7860,0.01665,47.207207207207205,1.0034,0.01801,55.71349250416435,1.1767,0.02113,55.68859441552296
"Airfoil,e326-il",http://airfoiltools.com/polar/csv?polar=xf-e326-il-200000,0.2829,0.01711,16.534190531852715,0.6295,0.01604,39.245635910224436,0.8326,0.01643,50.67559342665855,1.0465,0.01801,58.10660744031093,1.2126,0.02028,59.79289940828402
"Airfoil,e327-il",http://airfoiltools.com/polar/csv?polar=xf-e327-il-200000,0.3405,0.01634,20.83843329253366,0.6821,0.01567,43.529036375239315,0.8808,0.01636,53.83863080684597,1.0899,0.01804,60.41574279379158,1.2434,0.02004,62.04590818363274
"Airfoil,e328-il",http://airfoiltools.com/polar/csv?polar=xf-e328-il-200000,0.3951,0.01571,25.149586250795675,0.7350,0.01534,47.91395045632334,0.9255,0.01636,56.57090464547677,1.1287,0.01815,62.18732782369146,1.2642,0.02011,62.864246643460966
"Airfoil,e329-il",http://airfoiltools.com/polar/csv?polar=xf-e329-il-200000,0.4507,0.01515,29.749174917491747,0.7938,0.01511,52.53474520185307,0.9715,0.01637,59.34636530238241,1.1632,0.01844,63.08026030368763,1.2901,0.02034,63.4267453294002
"Airfoil,e330-il",http://airfoiltools.com/polar/csv?polar=xf-e330-il-200000,0.2631,0.01352,19.46005917159763,0.5493,0.01408,39.01278409090909,0.7418,0.01514,48.996036988110966,0.9743,0.01684,57.8562945368171,1.1655,0.02042,57.07639569049951
"Airfoil,e331-il",http://airfoiltools.com/polar/csv?polar=xf-e331-il-200000,0.3254,0.01307,24.89671002295333,0.6090,0.01394,43.68723098995696,0.7987,0.01514,52.754293262879784,1.0256,0.01695,60.50737463126844,1.2089,0.01960,61.67857142857144
"Airfoil,e332-il",http://airfoiltools.com/polar/csv?polar=xf-e332-il-200000,0.3713,0.01272,29.190251572327046,0.6566,0.01379,47.61421319796954,0.8459,0.01512,55.945767195767196,1.0687,0.01717,62.24228305183459,1.2435,0.01948,63.8347022587269
"Airfoil,e333-il",http://airfoiltools.com/polar/csv?polar=xf-e333-il-200000,0.4286,0.01249,34.31545236188951,0.7130,0.01383,51.55459146782357,0.8991,0.01526,58.91874180865007,1.1131,0.01751,63.56938892061679,1.2803,0.01967,65.08896797153025
"Airfoil,e334-il",http://airfoiltools.com/polar/csv?polar=xf-e334-il-200000,0.4840,0.01236,39.15857605177994,0.7636,0.01383,55.21330441070137,0.9451,0.01552,60.89561855670103,1.1486,0.01794,64.02452619843925,1.3300,0.02014,66.0377358490566
"Airfoil,e335-il",http://airfoiltools.com/polar/csv?polar=xf-e335-il-200000,0.3464,0.01522,22.75952693823916,0.6238,0.01561,39.961563100576555,0.8109,0.01676,48.38305489260143,1.0384,0.01855,55.97843665768194,1.2359,0.02048,60.34667968749999
"Airfoil,e336-il",http://airfoiltools.com/polar/csv?polar=xf-e336-il-200000,0.3957,0.01459,27.121315969842357,0.6735,0.01544,43.62046632124352,0.8597,0.01673,51.38673042438734,1.0844,0.01868,58.051391862955036,1.2745,0.02085,61.12709832134292
"Airfoil,e337-il",http://airfoiltools.com/polar/csv?polar=xf-e337-il-200000,0.4452,0.01431,31.11111111111111,0.7231,0.01535,47.10749185667752,0.9083,0.01674,54.25925925925925,1.1291,0.01889,59.77236633139227,1.3128,0.02095,62.66348448687351
"Airfoil,e338-il",http://airfoiltools.com/polar/csv?polar=xf-e338-il-200000,0.4976,0.01402,35.49215406562054,0.7740,0.01534,50.45632333767927,0.9563,0.01686,56.72004744958482,1.1690,0.01929,60.601347848626226,1.3425,0.02126,63.14675446848542
"Airfoil,e339-il",http://airfoiltools.com/polar/csv?polar=xf-e339-il-200000,0.5522,0.01388,39.783861671469744,0.8257,0.01539,53.65172189733593,1.0036,0.01705,58.862170087976544,1.2100,0.01976,61.23481781376518,1.3719,0.02211,62.04884667571234
"Airfoil,e340-il",http://airfoiltools.com/polar/csv?polar=xf-e340-il-200000,0.3079,0.01655,18.60422960725076,0.6076,0.01684,36.080760095011875,0.8066,0.01806,44.66223698781838,1.0474,0.02012,52.05765407554673,1.2640,0.02174,58.141674333026685
"Airfoil,e341-il",http://airfoiltools.com/polar/csv?polar=xf-e341-il-200000,0.3545,0.01595,22.225705329153605,0.6541,0.01658,39.45114595898673,0.8520,0.01799,47.35964424680378,1.0916,0.02021,54.012864918357245,1.2979,0.02238,57.99374441465594
"Airfoil,e342-il",http://airfoiltools.com/polar/csv?polar=xf-e342-il-200000,0.4978,0.01549,32.13686249193028,0.7713,0.01662,46.40794223826715,0.9524,0.01828,52.10065645514223,1.1694,0.02073,56.410998552822,1.3544,0.02314,58.53068280034572
"Airfoil,e343-il",http://airfoiltools.com/polar/csv?polar=xf-e343-il-200000,0.5437,0.01520,35.76973684210526,0.8152,0.01663,49.0198436560433,0.9958,0.01841,54.090168386746335,1.2047,0.02116,56.93289224952741,1.3781,0.02381,57.87904241915162
"Airfoil,e344-il",http://airfoiltools.com/polar/csv?polar=xf-e344-il-200000,0.5907,0.01505,39.24916943521595,0.8608,0.01667,51.637672465506895,1.0378,0.01858,55.85575888051669,1.2397,0.02161,57.366959740860715,1.3960,0.02465,56.63286004056795
"Airfoil,e360-il",http://airfoiltools.com/polar/csv?polar=xf-e360-il-200000,0.1755,0.01341,13.08724832214765,0.5712,0.01286,44.41679626749612,0.7961,0.01257,63.333333333333336,0.9026,0.01805,50.00554016620498,1.0626,0.02501,42.48700519792083
"Airfoil,e361-il",http://airfoiltools.com/polar/csv?polar=xf-e361-il-200000,0.1899,0.01333,14.246061515378846,0.5988,0.01252,47.82747603833866,0.7791,0.01221,63.80835380835381,0.9070,0.01783,50.869321368480094,1.0643,0.02477,42.96729915220024
"Airfoil,e374-il",http://airfoiltools.com/polar/csv?polar=xf-e374-il-200000,0.3856,0.01096,35.18248175182482,0.6495,0.01153,56.33130962705984,0.8236,0.01196,68.8628762541806,0.9594,0.01666,57.58703481392557,1.0334,0.03176,32.537783375314866
"Airfoil,e376-il",http://airfoiltools.com/polar/csv?polar=xf-e376-il-200000,0.6385,0.03145,20.302066772655007,0.9993,0.01914,52.21003134796238,1.2202,0.01632,74.7671568627451,1.4771,0.01660,88.98192771084338,1.6302,0.02663,61.21667292527225
"Airfoil,e377-il",http://airfoiltools.com/polar/csv?polar=xf-e377-il-200000,0.6385,0.03145,20.302066772655007,1.0169,0.01587,64.07687460617517,1.2305,0.01612,76.33374689826303,1.4883,0.01673,88.95995218170951,1.6730,0.02366,70.71005917159763
"Airfoil,e377m-il",http://airfoiltools.com/polar/csv?polar=xf-e377m-il-200000,0.6381,0.03213,19.859943977591037,0.9926,0.01989,49.904474610356964,1.2056,0.01755,68.6951566951567,1.4646,0.01799,81.4118954974986,1.6533,0.02329,70.98754830399312
"Airfoil,e378-il",http://airfoiltools.com/polar/csv?polar=xf-e378-il-200000,-0.1180,0.09111,-1.2951377455822632,0.9926,0.01989,49.904474610356964,1.2056,0.01755,68.6951566951567,0.9836,0.09481,10.374433076679676,1.0731,0.09533,11.256687296758628
"Airfoil,e379-il",http://airfoiltools.com/polar/csv?polar=xf-e379-il-200000,0.6364,0.03014,21.114797611147974,1.0032,0.01964,51.079429735234214,1.2318,0.01625,75.80307692307692,1.4683,0.01674,87.71206690561529,1.5075,0.03733,40.38306991695687
"Airfoil,e385-il",http://airfoiltools.com/polar/csv?polar=xf-e385-il-200000,0.6989,0.01053,66.37226970560305,1.0322,0.01272,81.14779874213836,1.2457,0.01395,89.29749103942652,1.4653,0.01603,91.40985651902683,1.4570,0.03588,40.60758082497213
"Airfoil,e387-il",http://airfoiltools.com/polar/csv?polar=xf-e387-il-200000,0.4044,0.00984,41.09756097560975,0.7292,0.01173,62.165387894288145,0.9417,0.01273,73.97486252945797,1.1588,0.01602,72.33458177278402,1.2222,0.03303,37.002724795640326
"Airfoil,e392-il",http://airfoiltools.com/polar/csv?polar=xf-e392-il-200000,0.4486,0.01005,44.63681592039801,0.7805,0.01202,64.9334442595674,0.9940,0.01309,75.93582887700535,1.2247,0.01486,82.41588156123822,1.2579,0.03145,39.99682034976153
"Airfoil,e393-il",http://airfoiltools.com/polar/csv?polar=xf-e393-il-200000,0.5134,0.01126,45.59502664298402,0.8474,0.01246,68.00963081861958,1.0643,0.01366,77.91361639824305,1.3023,0.01490,87.40268456375838,1.3492,0.02719,49.62118425891872
"Airfoil,e395-il",http://airfoiltools.com/polar/csv?polar=xf-e395-il-200000,0.6901,0.01335,51.69288389513109,1.0016,0.01387,72.21341023792358,1.2191,0.01453,83.90227116311081,1.4439,0.01577,91.55992390615093,1.4795,0.02564,57.7028081123245
"Airfoil,e396-il",http://airfoiltools.com/polar/csv?polar=xf-e396-il-200000,0.6896,0.01420,48.56338028169014,1.0052,0.01463,68.70813397129187,1.2210,0.01546,78.97800776196637,1.4574,0.01632,89.30147058823529,1.5315,0.02279,67.20052654673103
"Airfoil,e397-il",http://airfoiltools.com/polar/csv?polar=xf-e397-il-200000,0.6694,0.01517,44.126565589980224,0.9755,0.01586,61.506935687263564,1.2002,0.01632,73.54166666666666,1.4328,0.01609,89.04909881914233,1.4792,0.02403,61.55638784852268
"Airfoil,e398-il",http://airfoiltools.com/polar/csv?polar=xf-e398-il-200000,0.6727,0.01411,47.67540751240255,0.9799,0.01503,65.19627411842981,1.2010,0.01649,72.83201940570042,1.4504,0.01767,82.08262591963779,1.5802,0.02064,76.56007751937985
"Airfoil,e399-il",http://airfoiltools.com/polar/csv?polar=xf-e399-il-200000,0.6656,0.01452,45.84022038567493,0.9547,0.01528,62.480366492146594,1.1924,0.01658,71.91797346200241,1.4432,0.01780,81.07865168539327,1.5731,0.02063,76.25302956858944
"Airfoil,e403-il",http://airfoiltools.com/polar/csv?polar=xf-e403-il-200000,0.1926,0.02658,7.246049661399549,0.6203,0.02200,28.195454545454545,0.8962,0.01639,54.679682733374015,1.0994,0.01972,55.75050709939147,1.1860,0.03298,35.961188599150994
"Airfoil,e407-il",http://airfoiltools.com/polar/csv?polar=xf-e407-il-200000,0.2404,0.02541,9.460842188114915,0.6648,0.02149,30.93531875290833,0.9579,0.01577,60.741915028535196,1.1382,0.01936,58.791322314049594,1.2197,0.03240,37.64506172839506
"Airfoil,e417-il",http://airfoiltools.com/polar/csv?polar=xf-e417-il-200000,0.1595,0.02509,6.357114388202471,0.5976,0.02072,28.841698841698843,0.8866,0.01514,58.560105680317044,1.0419,0.02199,47.3806275579809,1.1836,0.03695,32.03247631935048
"Airfoil,e420-il",http://airfoiltools.com/polar/csv?polar=xf-e420-il-200000,1.1418,0.02112,54.0625,1.4413,0.02379,60.584279108869275,1.6192,0.02630,61.56653992395437,1.8156,0.03191,56.89752428705735,1.7553,0.04870,36.04312114989733
"Airfoil,e421-il",http://airfoiltools.com/polar/csv?polar=xf-e421-il-200000,0.8988,0.01901,47.28037874802736,1.2138,0.02066,58.75121006776379,1.4073,0.02288,61.50786713286713,1.6341,0.02735,59.74771480804388,1.7953,0.03284,54.66808769792935
"Airfoil,e422-il",http://airfoiltools.com/polar/csv?polar=xf-e422-il-200000,0.6759,0.01720,39.29651162790697,1.0119,0.01767,57.26655348047538,1.2136,0.02029,59.81271562345984,1.4408,0.02467,58.40291852452371,1.6461,0.02856,57.63655462184874
"Airfoil,e423-il",http://airfoiltools.com/polar/csv?polar=xf-e423-il-200000,1.1095,0.01946,57.01438848920863,1.4098,0.02098,67.19733079122975,1.6003,0.02221,72.05312922107159,1.8271,0.02492,73.31861958266452,1.9762,0.02745,71.99271402550092
"Airfoil,e426-il",http://airfoiltools.com/polar/csv?polar=xf-e426-il-200000,0.0995,0.00925,10.756756756756758,0.4407,0.01146,38.45549738219895,0.6441,0.01447,44.51278507256392,0.8991,0.01903,47.24645296899632,1.1332,0.02396,47.29549248747914
"Airfoil,e428-il",http://airfoiltools.com/polar/csv?polar=xf-e428-il-200000,0.0834,0.00944,8.834745762711863,0.4253,0.01149,37.0147954743255,0.6286,0.01472,42.703804347826086,0.8846,0.01899,46.58241179568194,1.1186,0.02360,47.398305084745765
"Airfoil,e431-il",http://airfoiltools.com/polar/csv?polar=xf-e431-il-200000,0.4221,0.01763,23.942144072603515,0.7248,0.01719,42.16404886561955,0.9660,0.01618,59.703337453646476,1.2470,0.01575,79.17460317460318,1.3744,0.02088,65.82375478927203
"Airfoil,e432-il",http://airfoiltools.com/polar/csv?polar=xf-e432-il-200000,0.4431,0.01692,26.187943262411345,0.7433,0.01722,43.16492450638792,0.9567,0.01756,54.481776765375855,1.2515,0.01820,68.76373626373626,1.4636,0.01981,73.88187783947501
"Airfoil,e433-il",http://airfoiltools.com/polar/csv?polar=xf-e433-il-200000,0.3109,0.01940,16.02577319587629,0.7064,0.01644,42.9683698296837,0.9552,0.01469,65.02382573179034,1.2091,0.01494,80.93038821954485,1.3141,0.02302,57.08514335360557
"Airfoil,e434-il",http://airfoiltools.com/polar/csv?polar=xf-e434-il-200000,0.6078,0.01441,42.17904233171409,0.8840,0.01472,60.05434782608695,1.0247,0.01493,68.63362357669122,1.2294,0.01504,81.74202127659575,1.3242,0.02060,64.28155339805825
"Airfoil,e435-il",http://airfoiltools.com/polar/csv?polar=xf-e435-il-200000,0.5611,0.01912,29.34623430962343,0.9093,0.01862,48.83458646616541,1.1292,0.01801,62.69850083287062,1.3549,0.01733,78.18234275822273,1.4564,0.02205,66.0498866213152
"Airfoil,e471-il",http://airfoiltools.com/polar/csv?polar=xf-e471-il-200000,0.5273,0.01371,38.460977388767326,0.9603,0.01094,87.77879341864717,1.1584,0.01176,98.50340136054423,1.2941,0.02833,45.67949170490646,1.2832,0.06405,20.034348165495707
"Airfoil,e472-il",http://airfoiltools.com/polar/csv?polar=xf-e472-il-200000,0.0000,0.01068,0.0,0.4591,0.01411,32.537207654145995,0.6403,0.01652,38.7590799031477,0.8634,0.02112,40.88068181818181,1.0679,0.02647,40.343785417453724
"Airfoil,e473-il",http://airfoiltools.com/polar/csv?polar=xf-e473-il-200000,0.0000,0.01453,0.0,0.3274,0.01445,22.657439446366784,0.6982,0.01718,40.640279394644935,0.9069,0.02021,44.87382483918852,1.1032,0.02343,47.084933845497225
"Airfoil,e474-il",http://airfoiltools.com/polar/csv?polar=xf-e474-il-200000,0.0000,0.01166,0.0,0.4295,0.01470,29.217687074829932,0.6753,0.01647,41.001821493624774,0.8855,0.01997,44.341512268402596,1.0738,0.02393,44.87254492269118
"Airfoil,e475-il",http://airfoiltools.com/polar/csv?polar=xf-e475-il-200000,0.0000,0.01072,0.0,0.4396,0.01584,27.752525252525253,0.7338,0.01737,42.24525043177893,0.9366,0.02051,45.665529010238906,1.1112,0.02436,45.61576354679803
"Airfoil,e479-il",http://airfoiltools.com/polar/csv?polar=xf-e479-il-200000,0.0000,0.01313,0.0,0.3166,0.01358,23.313696612665684,0.5564,0.01457,38.18805765271105,0.8654,0.01692,51.14657210401891,1.0604,0.02078,51.02983638113571
"Airfoil,e485-il",http://airfoiltools.com/polar/csv?polar=xf-e485-il-200000,0.1231,0.01297,9.491133384734,0.5398,0.01246,43.32263242375601,0.7781,0.01317,59.08124525436599,0.9225,0.01651,55.87522713506965,1.0381,0.02223,46.69815564552407
"Airfoil,e49-il",http://airfoiltools.com/polar/csv?polar=xf-e49-il-200000,0.6091,0.03076,19.801690507152145,1.0115,0.02444,41.38707037643208,1.3298,0.01616,82.28960396039604,1.3613,0.03321,40.990665462210174,1.0381,0.02223,46.69815564552407
"Airfoil,e502-il",http://airfoiltools.com/polar/csv?polar=xf-e502-il-200000,0.2263,0.02249,10.062249888839485,0.4012,0.02148,18.67783985102421,0.5892,0.01963,30.015282730514514,0.8399,0.01504,55.84441489361702,0.8966,0.02494,35.950280673616675
"Airfoil,e520-il",http://airfoiltools.com/polar/csv?polar=xf-e520-il-200000,0.0000,0.01678,0.0,0.3145,0.01529,20.568999345977765,0.5276,0.01324,39.84894259818731,0.7344,0.01578,46.53992395437263,0.8996,0.02474,36.36216653193209
"Airfoil,e521-il",http://airfoiltools.com/polar/csv?polar=xf-e521-il-200000,0.0000,0.01582,0.0,0.3005,0.01404,21.403133903133902,0.5020,0.01238,40.54927302100162,0.7472,0.01698,44.004711425206125,0.9021,0.02582,34.93803253292022
"Airfoil,e540-il",http://airfoiltools.com/polar/csv?polar=xf-e540-il-200000,0.4392,0.02540,17.291338582677167,0.4713,0.02414,19.52361226180613,0.6656,0.02122,31.36663524976437,0.8928,0.01717,51.99767035527082,0.9275,0.02406,38.54945968412302
"Airfoil,e541-il",http://airfoiltools.com/polar/csv?polar=xf-e541-il-200000,0.5590,0.02648,21.110271903323266,0.6159,0.02807,21.941574634841466,0.5813,0.02538,22.90386130811663,0.7759,0.01812,42.82008830022075,0.8399,0.02353,35.694857628559284
"Airfoil,e542-il",http://airfoiltools.com/polar/csv?polar=xf-e542-il-200000,0.5683,0.02268,25.057319223985893,0.9258,0.01820,50.86813186813186,0.8553,0.02117,40.40151157298063,0.8909,0.01886,47.23753976670202,0.9367,0.01936,48.38326446280992
"Airfoil,e543-il",http://airfoiltools.com/polar/csv?polar=xf-e543-il-200000,0.5286,0.02440,21.663934426229506,0.5397,0.02178,24.779614325068867,0.7035,0.02039,34.50220696419814,0.9266,0.01820,50.912087912087905,1.0113,0.02021,50.03958436417616
"Airfoil,e544-il",http://airfoiltools.com/polar/csv?polar=xf-e544-il-200000,0.2719,0.02237,12.15467143495753,0.5421,0.02028,26.730769230769234,0.7489,0.01946,38.48406988694758,1.0005,0.01770,56.52542372881356,1.0718,0.02073,51.70284611673903
"Airfoil,e545-il",http://airfoiltools.com/polar/csv?polar=xf-e545-il-200000,0.2861,0.01922,14.885535900104058,0.6045,0.01775,34.056338028169016,0.8184,0.01728,47.361111111111114,1.0556,0.01702,62.02115158636898,1.1325,0.02111,53.64756039791568
"Airfoil,e546-il",http://airfoiltools.com/polar/csv?polar=xf-e546-il-200000,0.2364,0.01933,12.2296947749612,0.5261,0.01748,30.097254004576662,0.7369,0.01715,42.96793002915452,0.9790,0.01704,57.45305164319249,1.0869,0.02008,54.12848605577689
"Airfoil,e547-il",http://airfoiltools.com/polar/csv?polar=xf-e547-il-200000,0.2462,0.02028,12.140039447731755,0.5336,0.01858,28.719052744886973,0.7461,0.01834,40.68157033805889,0.9925,0.01828,54.294310722100654,1.1448,0.01888,60.63559322033898
"Airfoil,e548-il",http://airfoiltools.com/polar/csv?polar=xf-e548-il-200000,0.2200,0.02141,10.27557216254087,0.5104,0.02014,25.342601787487585,0.7177,0.02069,34.688255195746734,0.9805,0.02111,46.44718143060161,1.2044,0.01993,60.431510286001
"Airfoil,e549-il",http://airfoiltools.com/polar/csv?polar=xf-e549-il-200000,0.3121,0.01768,17.652714932126695,0.6389,0.01731,36.90930098209128,0.8558,0.01782,48.0246913580247,1.1067,0.01821,60.774299835255356,1.2460,0.01916,65.0313152400835
"Airfoil,e550-il",http://airfoiltools.com/polar/csv?polar=xf-e550-il-200000,0.2870,0.01879,15.274081958488555,0.6208,0.01911,32.485609628466776,0.8345,0.02032,41.06791338582677,1.0974,0.02114,51.91106906338695,1.3184,0.02016,65.39682539682539
"Airfoil,e551-il",http://airfoiltools.com/polar/csv?polar=xf-e551-il-200000,0.3995,0.01622,24.63008631319359,0.7292,0.01671,43.638539796529024,0.9421,0.01755,53.680911680911684,1.1868,0.01806,65.71428571428572,1.3378,0.01906,70.18887722980064
