Airfoil,CL,CD,CLMax,Vlo,Lift,Drag,Average Resistance,WingArea,ThrustNeeded
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,33.66978773,18.91448635,0.398298263,1.120008536,40.5,10.8108701
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,33.46385438,18.91448635,0.398298263,1.120008536,41,10.69268886
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,33.26165401,18.91448635,0.398298263,1.120008536,41.5,10.57735537
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,33.0630752,18.91448635,0.398298263,1.120008536,42,10.4647679
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,32.8680111,18.91448635,0.398298263,1.120008536,42.5,10.35482956
davissm-il- 0 Deg Alpha,0.7071,0.01489,1.4508,32.67635926,18.91448635,0.398298263,1.120008536,43,10.24744792
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,35.96281786,27.68560794,0.317515136,0.863802978,35.5,11.91957462
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,35.71220284,27.68560794,0.317515136,0.863802978,36,11.76602224
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,35.46675524,27.68560794,0.317515136,0.863802978,36.5,11.61667677
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,35.22629989,27.68560794,0.317515136,0.863802978,37,11.47136767
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,34.99066982,27.68560794,0.317515136,0.863802978,37.5,11.32993347
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,34.75970578,27.68560794,0.317515136,0.863802978,38,11.19222123
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,34.53325577,27.68560794,0.317515136,0.863802978,38.5,11.05808593
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,34.31117465,27.68560794,0.317515136,0.863802978,39,10.92738999
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,34.09332372,27.68560794,0.317515136,0.863802978,39.5,10.80000281
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,33.87957037,27.68560794,0.317515136,0.863802978,40,10.67580031
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,33.66978773,27.68560794,0.317515136,0.863802978,40.5,10.55466455
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,33.46385438,27.68560794,0.317515136,0.863802978,41,10.43648331
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,33.26165401,27.68560794,0.317515136,0.863802978,41.5,10.32114981
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,33.0630752,27.68560794,0.317515136,0.863802978,42,10.20856235
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,32.8680111,27.68560794,0.317515136,0.863802978,42.5,10.098624
davissm-il- 3 Deg Alpha,1.035,0.01187,1.4508,32.67635926,27.68560794,0.317515136,0.863802978,43,9.991242361
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,35.59546088,20.05783186,0.335170721,1.034014083,35.5,11.86507189
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,35.34740586,20.05783186,0.335170721,1.034014083,36,11.71464053
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,35.10446549,20.05783186,0.335170721,1.034014083,36.5,11.56833058
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,34.86646637,20.05783186,0.335170721,1.034014083,37,11.42597495
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,34.63324324,20.05783186,0.335170721,1.034014083,37.5,11.28741547
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,34.40463847,20.05783186,0.335170721,1.034014083,38,11.1525023
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,34.18050164,20.05783186,0.335170721,1.034014083,38.5,11.02109336
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,33.96068906,20.05783186,0.335170721,1.034014083,39,10.89305388
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,33.74506345,20.05783186,0.335170721,1.034014083,39.5,10.76825591
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,33.53349357,20.05783186,0.335170721,1.034014083,40,10.64657789
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,33.32585384,20.05783186,0.335170721,1.034014083,40.5,10.52790426
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,33.12202408,20.05783186,0.335170721,1.034014083,41,10.41212511
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,32.92188917,20.05783186,0.335170721,1.034014083,41.5,10.29913582
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,32.72533882,20.05783186,0.335170721,1.034014083,42,10.18883675
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,32.53226729,20.05783186,0.335170721,1.034014083,42.5,10.08113296
daytonwright6-il- 0 Deg Alpha,0.7654,0.01279,1.4809,32.34257315,20.05783186,0.335170721,1.034014083,43,9.9759339
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,35.84881255,26.43629577,0.402519333,0.973793418,35,11.95958062
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,35.59546088,26.43629577,0.402519333,0.973793418,35.5,11.80485122
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,35.34740586,26.43629577,0.402519333,0.973793418,36,11.65441987
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,35.10446549,26.43629577,0.402519333,0.973793418,36.5,11.50810991
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,34.86646637,26.43629577,0.402519333,0.973793418,37,11.36575429
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,34.63324324,26.43629577,0.402519333,0.973793418,37.5,11.22719481
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,34.40463847,26.43629577,0.402519333,0.973793418,38,11.09228163
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,34.18050164,26.43629577,0.402519333,0.973793418,38.5,10.96087269
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,33.96068906,26.43629577,0.402519333,0.973793418,39,10.83283322
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,33.74506345,26.43629577,0.402519333,0.973793418,39.5,10.70803524
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,33.53349357,26.43629577,0.402519333,0.973793418,40,10.58635722
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,33.32585384,26.43629577,0.402519333,0.973793418,40.5,10.46768359
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,33.12202408,26.43629577,0.402519333,0.973793418,41,10.35190445
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,32.92188917,26.43629577,0.402519333,0.973793418,41.5,10.23891516
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,32.72533882,26.43629577,0.402519333,0.973793418,42,10.12861609
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,32.53226729,26.43629577,0.402519333,0.973793418,42.5,10.02091229
daytonwright6-il- 3 Deg Alpha,1.0088,0.01536,1.4809,32.34257315,26.43629577,0.402519333,0.973793418,43,9.915713235
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,35.62615537,18.94734525,0.29159574,1.012648835,34.5,11.86239426
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,35.37076745,18.94734525,0.29159574,1.012648835,35,11.7073979
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,35.12079423,18.94734525,0.29159574,1.012648835,35.5,11.55676763
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,34.87604704,18.94734525,0.29159574,1.012648835,36,11.41032153
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,34.63634628,18.94734525,0.29159574,1.012648835,36.5,11.26788766
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,34.40152089,18.94734525,0.29159574,1.012648835,37,11.12930335
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,34.1714078,18.94734525,0.29159574,1.012648835,37.5,10.99441462
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,33.94585148,18.94734525,0.29159574,1.012648835,38,10.8630756
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,33.72470352,18.94734525,0.29159574,1.012648835,38.5,10.73514798
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,33.50782215,18.94734525,0.29159574,1.012648835,39,10.61050056
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,33.29507192,18.94734525,0.29159574,1.012648835,39.5,10.48900876
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,33.08632333,18.94734525,0.29159574,1.012648835,40,10.37055426
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,32.88145248,18.94734525,0.29159574,1.012648835,40.5,10.25502457
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,32.68034079,18.94734525,0.29159574,1.012648835,41,10.14231267
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,32.48287469,18.94734525,0.29159574,1.012648835,41.5,10.03231672
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,32.28894535,18.94734525,0.29159574,1.012648835,42,9.924939719
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,32.09844843,18.94734525,0.29159574,1.012648835,42.5,9.820089238
daytonwrightt1-il- 0 Deg Alpha,0.7427,0.01143,1.5212,31.91128387,18.94734525,0.29159574,1.012648835,43,9.71767714
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,35.88715633,25.06498817,0.356139679,0.954839916,34,11.96414042
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,35.62615537,25.06498817,0.356139679,0.954839916,34.5,11.80458534
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,35.37076745,25.06498817,0.356139679,0.954839916,35,11.64958898
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,35.12079423,25.06498817,0.356139679,0.954839916,35.5,11.49895871
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,34.87604704,25.06498817,0.356139679,0.954839916,36,11.35251261
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,34.63634628,25.06498817,0.356139679,0.954839916,36.5,11.21007874
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,34.40152089,25.06498817,0.356139679,0.954839916,37,11.07149443
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,34.1714078,25.06498817,0.356139679,0.954839916,37.5,10.93660571
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,33.94585148,25.06498817,0.356139679,0.954839916,38,10.80526668
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,33.72470352,25.06498817,0.356139679,0.954839916,38.5,10.67733906
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,33.50782215,25.06498817,0.356139679,0.954839916,39,10.55269164
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,33.29507192,25.06498817,0.356139679,0.954839916,39.5,10.43119984
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,33.08632333,25.06498817,0.356139679,0.954839916,40,10.31274534
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,32.88145248,25.06498817,0.356139679,0.954839916,40.5,10.19721565
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,32.68034079,25.06498817,0.356139679,0.954839916,41,10.08450375
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,32.48287469,25.06498817,0.356139679,0.954839916,41.5,9.974507798
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,32.28894535,25.06498817,0.356139679,0.954839916,42,9.867130799
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,32.09844843,25.06498817,0.356139679,0.954839916,42.5,9.762280318
daytonwrightt1-il- 3 Deg Alpha,0.9825,0.01396,1.5212,31.91128387,25.06498817,0.356139679,0.954839916,43,9.659868221
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,34.98469004,9.622064516,0.505083871,1.412642581,38,11.87519613
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,34.75677432,9.622064516,0.505083871,1.412642581,38.5,11.73931881
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,34.53325577,9.622064516,0.505083871,1.412642581,39,11.60692553
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,34.31399479,9.622064516,0.505083871,1.412642581,39.5,11.47788397
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,34.0988579,9.622064516,0.505083871,1.412642581,40,11.35206845
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,33.88771744,9.622064516,0.505083871,1.412642581,40.5,11.22935949
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,33.68045116,9.622064516,0.505083871,1.412642581,41,11.10964343
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,33.47694204,9.622064516,0.505083871,1.412642581,41.5,10.9928121
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,33.27707792,9.622064516,0.505083871,1.412642581,42,10.87876246
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,33.08075126,9.622064516,0.505083871,1.412642581,42.5,10.76739634
defcnd1-il- 0 Deg Alpha,0.3551,0.01864,1.4322,32.88785894,9.622064516,0.505083871,1.412642581,43,10.65862014
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,35.45430421,20.59625806,0.52676129,1.214836129,37,11.9601614
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,35.21714901,20.59625806,0.52676129,1.214836129,37.5,11.81689039
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,34.98469004,20.59625806,0.52676129,1.214836129,38,11.67738968
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,34.75677432,20.59625806,0.52676129,1.214836129,38.5,11.54151236
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,34.53325577,20.59625806,0.52676129,1.214836129,39,11.40911908
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,34.31399479,20.59625806,0.52676129,1.214836129,39.5,11.28007752
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,34.0988579,20.59625806,0.52676129,1.214836129,40,11.154262
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,33.88771744,20.59625806,0.52676129,1.214836129,40.5,11.03155304
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,33.68045116,20.59625806,0.52676129,1.214836129,41,10.91183698
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,33.47694204,20.59625806,0.52676129,1.214836129,41.5,10.79500565
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,33.27707792,20.59625806,0.52676129,1.214836129,42,10.68095601
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,33.08075126,20.59625806,0.52676129,1.214836129,42.5,10.56958989
defcnd1-il- 3 Deg Alpha,0.7601,0.01944,1.4322,32.88785894,20.59625806,0.52676129,1.214836129,43,10.46081369
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,35.49397892,11.38983569,0.337295563,1.20949885,37,11.97888643
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,35.25655834,11.38983569,0.337295563,1.20949885,37.5,11.83529459
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,35.02383924,11.38983569,0.337295563,1.20949885,38,11.69548149
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,34.79566848,11.38983569,0.337295563,1.20949885,38.5,11.5592999
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,34.5718998,11.38983569,0.337295563,1.20949885,39,11.42661014
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,34.35239345,11.38983569,0.337295563,1.20949885,39.5,11.29727962
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,34.13701582,11.38983569,0.337295563,1.20949885,40,11.17118236
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,33.92563908,11.38983569,0.337295563,1.20949885,40.5,11.04819861
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,33.71814087,11.38983569,0.337295563,1.20949885,41,10.92821447
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,33.51440401,11.38983569,0.337295563,1.20949885,41.5,10.81112151
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,33.31431623,11.38983569,0.337295563,1.20949885,42,10.69681648
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,33.11776988,11.38983569,0.337295563,1.20949885,42.5,10.58520098
defcnd2-il- 0 Deg Alpha,0.4194,0.01242,1.429,32.9246617,11.38983569,0.337295563,1.20949885,43,10.47618118
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,35.73626145,21.65263709,0.371242379,1.038189638,36.5,11.95510307
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,35.49397892,21.65263709,0.371242379,1.038189638,37,11.80757722
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,35.25655834,21.65263709,0.371242379,1.038189638,37.5,11.66398538
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,35.02383924,21.65263709,0.371242379,1.038189638,38,11.52417228
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,34.79566848,21.65263709,0.371242379,1.038189638,38.5,11.38799069
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,34.5718998,21.65263709,0.371242379,1.038189638,39,11.25530093
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,34.35239345,21.65263709,0.371242379,1.038189638,39.5,11.12597041
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,34.13701582,21.65263709,0.371242379,1.038189638,40,10.99987315
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,33.92563908,21.65263709,0.371242379,1.038189638,40.5,10.8768894
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,33.71814087,21.65263709,0.371242379,1.038189638,41,10.75690526
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,33.51440401,21.65263709,0.371242379,1.038189638,41.5,10.6398123
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,33.31431623,21.65263709,0.371242379,1.038189638,42,10.52550727
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,33.11776988,21.65263709,0.371242379,1.038189638,42.5,10.41389176
defcnd2-il- 3 Deg Alpha,0.7973,0.01367,1.429,32.9246617,21.65263709,0.371242379,1.038189638,43,10.30487197
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,35.50464071,9.475089836,0.281340328,1.191838531,38.5,11.96769696
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,35.27631268,9.475089836,0.281340328,1.191838531,39,11.82954493
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,35.05233383,9.475089836,0.281340328,1.191838531,39.5,11.69489042
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,34.83256781,9.475089836,0.281340328,1.191838531,40,11.56360227
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,34.6168842,9.475089836,0.281340328,1.191838531,40.5,11.43555581
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,34.40515815,9.475089836,0.281340328,1.191838531,41,11.31063243
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,34.1972701,9.475089836,0.281340328,1.191838531,41.5,11.18871925
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,33.99310547,9.475089836,0.281340328,1.191838531,42,11.06970876
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,33.79255442,9.475089836,0.281340328,1.191838531,42.5,10.95349852
defcnd3-il- 0 Deg Alpha,0.3351,0.00995,1.3725,33.59551161,9.475089836,0.281340328,1.191838531,43,10.83999085
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,35.73746052,18.25460459,0.324601705,1.059509613,38,11.97715566
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,35.50464071,18.25460459,0.324601705,1.059509613,38.5,11.83536805
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,35.27631268,18.25460459,0.324601705,1.059509613,39,11.69721602
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,35.05233383,18.25460459,0.324601705,1.059509613,39.5,11.5625615
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,34.83256781,18.25460459,0.324601705,1.059509613,40,11.43127336
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,34.6168842,18.25460459,0.324601705,1.059509613,40.5,11.30322689
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,34.40515815,18.25460459,0.324601705,1.059509613,41,11.17830351
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,34.1972701,18.25460459,0.324601705,1.059509613,41.5,11.05639033
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,33.99310547,18.25460459,0.324601705,1.059509613,42,10.93737984
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,33.79255442,18.25460459,0.324601705,1.059509613,42.5,10.82116961
defcnd3-il- 3 Deg Alpha,0.6456,0.01148,1.3725,33.59551161,18.25460459,0.324601705,1.059509613,43,10.70766193
df101-il- 0 Deg Alpha,0.3587,0.00981,1.2246,35.56643273,11.36732778,0.310882313,1.183535757,43,11.99693528
df101-il- 3 Deg Alpha,0.638,0.01011,1.2246,35.7750353,20.21844194,0.320389417,1.016020578,42.5,11.95663657
df101-il- 3 Deg Alpha,0.638,0.01011,1.2246,35.56643273,20.21844194,0.320389417,1.016020578,43,11.8294201
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,35.35626056,10.14012735,0.278356437,1.17555389,39,11.86153211
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,35.1317741,10.14012735,0.278356437,1.17555389,39.5,11.72626656
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,34.91151002,10.14012735,0.278356437,1.17555389,40,11.59438265
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,34.6953376,10.14012735,0.278356437,1.17555389,40.5,11.46575514
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,34.48313171,10.14012735,0.278356437,1.17555389,41,11.34026488
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,34.27477251,10.14012735,0.278356437,1.17555389,41.5,11.21779848
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,34.07014517,10.14012735,0.278356437,1.17555389,42,11.09824795
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,33.86913961,10.14012735,0.278356437,1.17555389,42.5,10.98151037
df102-il- 0 Deg Alpha,0.357,0.0098,1.3663,33.67165024,10.14012735,0.278356437,1.17555389,43,10.86748762
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,35.81845352,18.07896655,0.286309478,1.024730147,38,11.99191832
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,35.58510606,18.07896655,0.286309478,1.024730147,38.5,11.8494873
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,35.35626056,18.07896655,0.286309478,1.024730147,39,11.71070836
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,35.1317741,18.07896655,0.286309478,1.024730147,39.5,11.57544282
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,34.91151002,18.07896655,0.286309478,1.024730147,40,11.44355891
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,34.6953376,18.07896655,0.286309478,1.024730147,40.5,11.31493139
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,34.48313171,18.07896655,0.286309478,1.024730147,41,11.18944113
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,34.27477251,18.07896655,0.286309478,1.024730147,41.5,11.06697474
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,34.07014517,18.07896655,0.286309478,1.024730147,42,10.94742421
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,33.86913961,18.07896655,0.286309478,1.024730147,42.5,10.83068663
df102-il- 3 Deg Alpha,0.6365,0.01008,1.3663,33.67165024,18.07896655,0.286309478,1.024730147,43,10.71666388
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,34.73863473,5.440451696,0.608752941,1.599943907,39.5,11.91584395
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,34.5208355,5.440451696,0.608752941,1.599943907,40,11.7868952
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,34.30708215,5.440451696,0.608752941,1.599943907,40.5,11.66113037
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,34.09725093,5.440451696,0.608752941,1.599943907,41,11.53843297
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,33.89122336,5.440451696,0.608752941,1.599943907,41.5,11.41869214
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,33.68888589,5.440451696,0.608752941,1.599943907,42,11.30180228
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,33.49012966,5.440451696,0.608752941,1.599943907,42.5,11.18766277
dfvlrr4-il- 0 Deg Alpha,0.1959,0.02192,1.3974,33.29485028,5.440451696,0.608752941,1.599943907,43,11.07617767
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,35.41762992,18.07374152,0.414907342,1.153432512,38,11.87653914
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,35.18689372,18.07374152,0.414907342,1.153432512,38.5,11.73727801
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,34.9606091,18.07374152,0.414907342,1.153432512,39,11.60158768
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,34.73863473,18.07374152,0.414907342,1.153432512,39.5,11.46933256
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,34.5208355,18.07374152,0.414907342,1.153432512,40,11.3403838
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,34.30708215,18.07374152,0.414907342,1.153432512,40.5,11.21461897
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,34.09725093,18.07374152,0.414907342,1.153432512,41,11.09192158
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,33.89122336,18.07374152,0.414907342,1.153432512,41.5,10.97218075
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,33.68888589,18.07374152,0.414907342,1.153432512,42,10.85529089
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,33.49012966,18.07374152,0.414907342,1.153432512,42.5,10.74115138
dfvlrr4-il- 3 Deg Alpha,0.6508,0.01494,1.3974,33.29485028,18.07374152,0.414907342,1.153432512,43,10.62966627
doa5-il- 0 Deg Alpha,0.1526,0.02208,1.3376,34.64052657,4.427407895,0.640610526,1.652062368,41.5,11.90977677
doa5-il- 0 Deg Alpha,0.1526,0.02208,1.3376,34.43371561,4.427407895,0.640610526,1.652062368,42,11.78766112
